,Day,Time,Meeting_Name,Location,Address,Region,Types
1089,Thursday,7:00 am,CAME TO BELIEVE," 901 HAVERFORD AVE PACIFIC PALISADES, CA 90272",901 Haverford Ave,PACIFIC PALISADES,"Big Book, Closed"
1090,Thursday,7:00 am,12&12 MEETING," 9604 S FIGUEROA ST LOS ANGELES SOUTH, CA 90003",9604 S Figueroa St,LOS ANGELES SOUTH,"Discussion, Open, Wheelchair Access"
1091,Thursday,7:15 am,," 11042 VENTURA BLVD STUDIO CITY, CA 91604",11042 Ventura Blvd,STUDIO CITY,"Closed, Men, Wheelchair Access"
1092,Thursday,7:15 am,GATEWAY 12&12," 11530 W PICO BLVD WEST L A, CA 90064",11530 Pico Blvd,WEST L A,"Big Book, Closed"
1093,Thursday,7:15 am,GROUNDED," 316 W 3RD ST LOS ANGELES DOWNTOWN, CA 90013",316 W 3rd St,LOS ANGELES DOWNTOWN,"Discussion, Open"
1094,Thursday,7:15 am,12&12," 3301 PICO BLVD SANTA MONICA, CA 90405",3301 Pico Blvd,SANTA MONICA,"Big Book, Closed, Discussion, Speaker"
1095,Thursday,7:15 am,SOBRIETY 101," 6145 FRANKLIN AVE HOLLYWOOD, CA 90028",6145 Franklin Ave,HOLLYWOOD,"Discussion, Open, Wheelchair Access"
1096,Thursday,7:30 am,11TH STEP MORNING MEDITATION," 1260 18TH ST SANTA MONICA, CA 90404",1260 18th St,SANTA MONICA,"Discussion, Open"
1097,Thursday,7:30 am,DAILY REFLECTIONS," 1773 GRIFFITH PARK BLVD SILVERLAKE, CA 90026",1773 Griffith Park Blvd,SILVERLAKE,"LGBTQ, Open"
1098,Thursday,7:30 am,11th Step Miracle Mile," 6124 WILSHIRE BLVD FAIRFAX/LA BREA, CA 90048",6124 Wilshire Blvd,FAIRFAX/LA BREA,"Discussion, Speaker"
1099,Thursday,7:30 am,ATTITUDE ADJUST STEPS & TRADS," 621 N ROBERTSON BL WEST HOLLYWOOD, CA 90069",621 N Robertson Blvd,WEST HOLLYWOOD,"Big Book, Open"
1100,Thursday,7:30 am,COVER TO COVER BIG BOOK STUDY," 7501 HOLLYWOOD BLVD HOLLYWOOD WEST, CA 90046",7501 Hollywood Blvd,HOLLYWOOD WEST,"Big Book, Discussion, LGBTQ, Newcomer, Open, Speaker, Wheelchair Access, Young People"
1101,Thursday,8:00 am,PARTICIPATION," 1645 ARLINGTON AVE TORRANCE, CA 90501",1645 Arlington Ave,TORRANCE,"Open, Wheelchair Access"
1102,Thursday,8:00 am,HARBOR ATTITUDE ADJUSTMENT," 411 W 10TH ST SAN PEDRO, CA 90731",411 W 10th St,SAN PEDRO,Open
1103,Thursday,8:30 am,BLISS FOR A DAY," 1249 VINE ST HOLLYWOOD, CA 90038",1249 Vine St,HOLLYWOOD,"Discussion, Open, Speaker"
1104,Thursday,8:30 am,TROPICAL THURSDAY," 2900 SUNSET BLVD SILVERLAKE, CA 90026",2900 Sunset Blvd,SILVERLAKE,"Discussion, Open, Speaker, Wheelchair Access"
1105,Thursday,8:30 am,," 5000 COLFAX AVE NORTH HOLLYWOOD, CA 91601",5000 Colfax Ave,NORTH HOLLYWOOD,"Big Book, Men, Open, Wheelchair Access"
1106,Thursday,8:30 am,830 THURSDAY," 901 HAVERFORD AVE PACIFIC PALISADES, CA 90272",901 Haverford Ave,PACIFIC PALISADES,Open
1107,Thursday,8:45 am,STEP IT UP 12&12," 11530 W PICO BLVD WEST L A, CA 90064",11530 Pico Blvd,WEST L A,"Big Book, Closed, Discussion, Speaker"
1108,Thursday,8:45 am,STEP ON IT," 3301 PICO BLVD SANTA MONICA, CA 90405",3301 Pico Blvd,SANTA MONICA,"Big Book, Closed, Discussion, Speaker"
1109,Thursday,9:00 am,ALL ARE WELCOME," 10641 BURBANK BLVD NORTH HOLLYWOOD, CA 91601",10641 Burbank Blvd,NORTH HOLLYWOOD,"Big Book, Discussion, Open, Wheelchair Access"
1110,Thursday,9:00 am,Came to Believe," 1234 PACIFIC AVE VENICE, CA 90291",1234 Pacific Ave,VENICE,"Discussion, Speaker"
1111,Thursday,9:00 am,GOOD MORNING STEP STUDY," 12355 MOORPARK ST STUDIO CITY, CA 91604",12355 Moorpark St,STUDIO CITY,"Big Book, Discussion, Open"
1112,Thursday,9:00 am,GOOD MORNING STEP STUDY," 13627 VICTORY BLVD (REAR ENT) VAN NUYS, CA 91401",13627 Victory Blvd,VAN NUYS,"Open, Wheelchair Access"
1113,Thursday,9:00 am,DAILY REFLECTIONS," 24307 RAILROAD AVE NEWHALL, CA 91321",24307 Railroad Ave,NEWHALL,Open
1114,Thursday,9:00 am,OPEN DOOR," 509 W AVE H-8 LANCASTER, CA 93534",509 W Ave H 8,LANCASTER,"Big Book, Discussion, Newcomer, Open, Speaker, Wheelchair Access, Young People"
1115,Thursday,9:00 am,KEYS TO THE KINGDOM," 8728 CORBIN AVE NORTHRIDGE, CA 91324",8728 Corbin Ave,NORTHRIDGE,Open
1116,Thursday,9:30 am,," 10497 WILSHIRE BLVD WESTWOOD, CA 90024",10497 Wilshire Blvd,WESTWOOD,"Big Book, Closed, Women"
1117,Thursday,9:30 am,THE FOURTH DIMENSION," 702 11TH PL HERMOSA BEACH, CA 90254",702 11th Pl,HERMOSA BEACH,"Open, Wheelchair Access"
1118,Thursday,9:30 am,," 801 VIA DE LA PAZ PACIFIC PALISADES, CA 90272",801 Vía De La Paz,PACIFIC PALISADES,"Closed, Women"
1119,Thursday,10:00 am,STEP STUDY," 12336 PENN ST WHITTIER, CA 90602",12336 Penn St,WHITTIER,"Open, Wheelchair Access"
1120,Thursday,10:00 am,KEEP IT REEL," 1249 VINE ST HOLLYWOOD, CA 90038",1249 Vine St,HOLLYWOOD,"Big Book, Discussion, Newcomer, Open, Speaker, Wheelchair Access"
1121,Thursday,10:00 am,BIG BOOK/12&12 STUDY," 2518 W BEVERLY BLVD MONTEBELLO, CA 90640",2518 W Beverly Blvd,MONTEBELLO,"Big Book, Discussion, Open, Wheelchair Access"
1122,Thursday,10:00 am,EARLY BIRD BIG BOOK," 2560 HUNTINGTON DR SAN MARINO, CA 91108",2560 Huntington Dr,SAN MARINO,Open
1123,Thursday,10:00 am,HAPPY JOYOUS FREE," 9307 S CENTRAL AVE WATTS, CA 90002",9307 S Central Ave,WATTS,Open
1124,Thursday,10:30 am,BY THE BOOK," 12355 MOORPARK ST STUDIO CITY, CA 91604",12355 Moorpark St,STUDIO CITY,"Big Book, Closed, Discussion, Speaker"
1125,Thursday,10:30 am,PARTICIPATION," 15911 E MAIN ST LA PUENTE, CA 91744",15911 Main St,LA PUENTE,"Open, Wheelchair Access"
1126,Thursday,10:30 am,," 233 W HARRISON AVE CLAREMONT, CA 91711",233 W Harrison Ave,CLAREMONT,"Closed, Women"
1127,Thursday,10:30 am,," 3590 GRAND VIEW BLVD CULVER WEST, CA 90066",3590 Grand View Blvd,CULVER WEST,"Child-Friendly, Closed, Wheelchair Access, Women"
1128,Thursday,10:30 am,WE ARE RESPONSIBLE 12&12 STDY," 5000 COLFAX AVE NORTH HOLLYWOOD, CA 91601",5000 Colfax Ave,NORTH HOLLYWOOD,Closed
1129,Thursday,10:30 am,ON THE PATH," 5564 N FIGUEROA ST HIGHLAND PARK, CA 90042",5564 N Figueroa St,HIGHLAND PARK,"Discussion, Open"
1130,Thursday,11:30 am,VETERANS NOONER," 11301 WILSHIRE BLVD WEST L A, CA 90073",11301 Wilshire Blvd,WEST L A,Open
1131,Thursday,11:30 am,SPEAKERS," 12130 BIRCH AVE HAWTHORNE, CA 90250",12130 Birch Ave,HAWTHORNE,"Open, Wheelchair Access"
1132,Thursday,11:30 am,BIG BOOK," 401 N BULLIS RD COMPTON, CA 90221",401 N Bullis Rd,COMPTON,Open
1133,Thursday,11:30 am,SERENITY WITH SOBRIETY DISCUSION," 6425 TYRONE AVE VAN NUYS, CA 91401",6425 Tyrone Ave,VAN NUYS,"Discussion, Open"
1134,Thursday,Noon,KEEP IT SIMPLE," 10544 DOWNEY AVE DOWNEY, CA 90241",10544 Downey Ave,DOWNEY,Open
1135,Thursday,Noon,NOON DISCUSSION," 11455 CHANDLER BLVD NORTH HOLLYWOOD, CA 91601",11455 Chandler Blvd,NORTH HOLLYWOOD,Open
1136,Thursday,Noon,WESTSIDE PARTICIPATION," 11530 W PICO BLVD WEST L A, CA 90064",11530 Pico Blvd,WEST L A,"Discussion, Open, Speaker"
1137,Thursday,Noon,," 11819 WILSHIRE BLVD STE 206 WEST L A, CA 90025",11819 Wilshire Blvd #206,WEST L A,"Discussion, Men, Open"
1138,Thursday,Noon,GOOD DAY MEETING," 12355 MOORPARK ST STUDIO CITY, CA 91604",12355 Moorpark St,STUDIO CITY,"Open, Wheelchair Access"
1139,Thursday,Noon,PACOIMA PARTICIPATION," 12502 VAN NUYS BLVD #109 PACOIMA/ARLETA, CA 91331",12502 Van Nuys Blvd #109,PACOIMA/ARLETA,"Discussion, Open, Wheelchair Access"
1140,Thursday,Noon,HAPPY HOUR," 12720 WASHINGTON BLVD CULVER WEST, CA 90066",12720 Washington Blvd,CULVER WEST,"Open, Wheelchair Access"
1141,Thursday,Noon,PARTICIPATION," 13627 VICTORY BLVD (REAR ENT) VAN NUYS, CA 91401",13627 Victory Blvd,VAN NUYS,Open
1142,Thursday,Noon,SOLUTIONS," 1458 26TH ST SANTA MONICA, CA 90404",1458 26th St,SANTA MONICA,Open
1143,Thursday,Noon,PARTICIPATION," 1645 ARLINGTON AVE TORRANCE, CA 90501",1645 Arlington Ave,TORRANCE,"Open, Wheelchair Access"
1144,Thursday,Noon,PARTICIPATION," 1655 BERKELEY AVE POMONA, CA 91768",1655 Berkeley Ave,POMONA,Open
1145,Thursday,Noon,," 17200 VENTURA BLVD ENCINO, CA 91316",17200 Ventura Blvd,ENCINO,"Men, Open"
1146,Thursday,Noon,GRATITUDE," 1773 GRIFFITH PARK BLVD SILVERLAKE, CA 90026",1773 Griffith Park Blvd,SILVERLAKE,"LGBTQ, Open"
1147,Thursday,Noon,OUT TO LUNCH BUNCH," 2049 CENTURY PARK EAST CENTURY CITY, CA 90067",2049 Century Park E,CENTURY CITY,"Open, Speaker"
1148,Thursday,Noon,PARTICIPATION," 21044 SHERMAN WAY CANOGA PARK, CA 91303",21044 Sherman Way,CANOGA PARK,Open
1149,Thursday,Noon,RAFTERS 12&12 STUDY," 24307 RAILROAD AVE NEWHALL, CA 91321",24307 Railroad Ave,NEWHALL,Open
1150,Thursday,Noon,AS BILL SEES IT," 255 S HILL ST LOS ANGELES DOWNTOWN, CA 90012",255 S Hill St,LOS ANGELES DOWNTOWN,"Open, Wheelchair Access"
1151,Thursday,Noon,PARTICIPATION," 2575 PALOMA ST PASADENA, CA 91107",2575 Paloma St,PASADENA,Open
1152,Thursday,Noon,PACIFIC PARK PARTICIPATION," 260 N PASS AVE BURBANK, CA 91505",260 N Pass Ave,BURBANK,Open
1153,Thursday,Noon,THERE IS A SOLUTION," 2667 N MOORPARK RD #105 THOUSAND OAKS, CA 91360",2667 N Moorpark Rd #105,THOUSAND OAKS,Open
1154,Thursday,Noon,," 2700 WILSHIRE BLVD SANTA MONICA, CA 90403",2700 Wilshire Blvd,SANTA MONICA,"Discussion, Men, Open, Wheelchair Access"
1155,Thursday,Noon,," 30128 MORNING VIEW DR MALIBU, CA 90265",30128 Morning View Dr,MALIBU,"Closed, Discussion, Men"
1156,Thursday,Noon,SPIRITUAL SEARCH," 3401 SERRA RD MALIBU, CA 90265",3401 Serra Rd,MALIBU,"Open, Wheelchair Access"
1157,Thursday,Noon,PARTICIPATION," 4011 DUNSMORE AVE LA CRESCENTA, CA 91214",4011 Dunsmore Ave,LA CRESCENTA,Open
1158,Thursday,Noon,11TH STEP STUDY," 4038 W MARTIN LUTHER KING JR BLVD CRENSHAW/LEIMERT PARK, CA 90008",4038 W Martin Luther King Jr Blvd,CRENSHAW/LEIMERT PARK,"Discussion, Open, Wheelchair Access"
1159,Thursday,Noon,9416 12&12," 4165 E LIVE OAK ARCADIA, CA 91006",4165 Live Oak Ave,ARCADIA,"Open, Wheelchair Access"
1160,Thursday,Noon,OPEN DOOR," 509 W AVE H-8 LANCASTER, CA 93534",509 W Ave H 8,LANCASTER,"Big Book, Discussion, Newcomer, Open, Speaker, Wheelchair Access, Young People"
1161,Thursday,Noon,1 HOUR MEETING," 5934 TEMPLE CITY BLVD TEMPLE CITY, CA 91780",5934 Temple City Blvd,TEMPLE CITY,Open
1162,Thursday,Noon,SHARE & CARE," 626 N ROBERTSON BL WEST HOLLYWOOD, CA 90069",626 N Robertson Blvd,WEST HOLLYWOOD,"Discussion, LGBTQ, Newcomer, Open, Speaker, Wheelchair Access"
1163,Thursday,Noon,B Y O BIG BOOK," 6333 W 3RD ST FAIRFAX/LA BREA, CA 90036",6333 W 3rd St,FAIRFAX/LA BREA,"Big Book, Discussion, Open"
1164,Thursday,Noon,A A WINNERS," 650 N BERENDO ST LOS ANGELES CENTRAL, CA 90004",650 N Berendo St,LOS ANGELES CENTRAL,Open
1165,Thursday,Noon,WINGS L A X," 6700 W 83RD ST WESTCHESTER, CA 90045",6700 W 83rd St,WESTCHESTER,"Discussion, Open, Wheelchair Access"
1166,Thursday,Noon,HOLE IN THE GROUND," 6909 S RUGBY HUNTINGTON PARK, CA 90255",6909 Rugby Ave,HUNTINGTON PARK,"Discussion, Open, Wheelchair Access"
1167,Thursday,Noon,," 702 11TH PL HERMOSA BEACH, CA 90254",702 11th Pl,HERMOSA BEACH,"Closed, Men"
1168,Thursday,Noon,NOONTIME," 702 11TH PL HERMOSA BEACH, CA 90254",702 11th Pl,HERMOSA BEACH,Open
1169,Thursday,Noon,STEP STUDY," 8021 E ROSECRANS AVE PARAMOUNT, CA 90723",8021 Rosecrans Ave,PARAMOUNT,"Open, Wheelchair Access"
1170,Thursday,Noon,IT'S YOUR TURN PARTICIPATION," 8728 CORBIN AVE NORTHRIDGE, CA 91324",8728 Corbin Ave,NORTHRIDGE,"Discussion, Open"
1171,Thursday,Noon,RAINBOW MEETING," 9015 W SUNSET BL WEST HOLLYWOOD, CA 90069",9015 Sunset Blvd,WEST HOLLYWOOD,"Discussion, Open, Speaker"
1172,Thursday,Noon,CONTEMPT PRIOR TO INVESTIGATION," 9604 S FIGUEROA ST LOS ANGELES SOUTH, CA 90003",9604 S Figueroa St,LOS ANGELES SOUTH,Open
1173,Thursday,12:30 pm,STEP STUDY," 123 W WINDSOR RD GLENDALE, CA 91204",123 W Windsor Rd,GLENDALE,"Open, Wheelchair Access"
1174,Thursday,12:30 pm,LUNCH MEDITATION," 1249 VINE ST HOLLYWOOD, CA 90038",1249 Vine St,HOLLYWOOD,"Discussion, Open, Speaker"
1175,Thursday,12:30 pm,THE MIRACLE," 2518 W BEVERLY BLVD MONTEBELLO, CA 90640",2518 W Beverly Blvd,MONTEBELLO,"Discussion, Open, Wheelchair Access"
1176,Thursday,12:30 pm,THURSDAY TALKS," 3367 GLENDALE BLVD ATWATER, CA 90039",3367 Glendale Blvd,ATWATER,"Open, Wheelchair Access"
1177,Thursday,12:30 pm,," 5000 COLFAX AVE NORTH HOLLYWOOD, CA 91601",5000 Colfax Ave,NORTH HOLLYWOOD,"Closed, Discussion, Speaker, Wheelchair Access, Women"
1178,Thursday,12:30 pm,NOON DISCUSSION," 510 S 2ND AVE COVINA, CA 91723",510 S 2nd Ave,COVINA,"Closed, Wheelchair Access"
1179,Thursday,1:00 pm,LUNCH MEETING," 1424 4TH ST SANTA MONICA #213, CA 90401",1424 4th St #213,SANTA MONICA,"Discussion, Open, Speaker"
1180,Thursday,1:00 pm,," 26825 ROLLING HILLS RD RANCHO PALOS VERDES/ROLLING HILLS, CA 90274",26825 Rolling Hills Rd,RANCHO PALOS VERDES/ROLLING HILLS,"Closed, Wheelchair Access, Women"
1181,Thursday,1:00 pm,SOLUTIONS DISCUSSION MEETING," 504 N CAMDEN DR BEVERLY HILLS, CA 90210",504 N Camden Dr,BEVERLY HILLS,"Closed, Discussion, Speaker"
1182,Thursday,1:00 pm,CABIN FEVER," 621 N ROBERTSON BL WEST HOLLYWOOD, CA 90069",621 N Robertson Blvd,WEST HOLLYWOOD,"Discussion, Open, Speaker"
1183,Thursday,1:00 pm,," 7552 REMMET AVE CANOGA PARK, CA 91303",7552 Remmet Ave,CANOGA PARK,"Closed, Women"
1184,Thursday,1:00 pm,NOON MEETING," 8005 S FIGUEROA ST LOS ANGELES SOUTH, CA 90003",8005 S Figueroa St,LOS ANGELES SOUTH,Open
1185,Thursday,1:00 pm,COMEDY MEETING," 8433 SUNSET BLVD WEST HOLLYWOOD, CA 90069",8433 Sunset Blvd,WEST HOLLYWOOD,"Discussion, Open, Speaker"
1186,Thursday,2:00 pm,BEGINNERS," 5881 CHERRY AVE LONG BEACH, CA 90805",5881 Cherry Ave,LONG BEACH,Open
1187,Thursday,2:30 pm,GOOD TIMES GROUP," 1249 VINE ST HOLLYWOOD, CA 90038",1249 Vine St,HOLLYWOOD,"Discussion, Newcomer, Open, Speaker"
1188,Thursday,2:30 pm,BOOK STUDY," 3367 GLENDALE BLVD ATWATER, CA 90039",3367 Glendale Blvd,ATWATER,"Big Book, Open, Wheelchair Access"
1189,Thursday,3:00 pm,HAPPY JOYOUS AT 3," 12355 MOORPARK ST STUDIO CITY, CA 91604",12355 Moorpark St,STUDIO CITY,Open
1190,Thursday,3:00 pm,DISCUSSION," 8728 CORBIN AVE NORTHRIDGE, CA 91324",8728 Corbin Ave,NORTHRIDGE,Open
1191,Thursday,4:00 pm,PARTICIPATION," 15911 E MAIN ST LA PUENTE, CA 91744",15911 Main St,LA PUENTE,Open
1192,Thursday,4:00 pm,HAPPY RETREADS," 702 11TH PL HERMOSA BEACH, CA 90254",702 11th Pl,HERMOSA BEACH,Open
1193,Thursday,4:30 pm,AFTER SCHOOL SPECIAL," 1249 VINE ST HOLLYWOOD, CA 90038",1249 Vine St,HOLLYWOOD,"Closed, Discussion, Newcomer, Speaker, Wheelchair Access"
1194,Thursday,4:30 pm,HAPPY HOUR," 3367 GLENDALE BLVD ATWATER, CA 90039",3367 Glendale Blvd,ATWATER,"Open, Wheelchair Access"
1195,Thursday,5:00 pm,VERNON/ DENKER GROUP," 1534 W VERNON AVE CRENSHAW/LEIMERT PARK, CA 90062",1534 W Vernon Ave,CRENSHAW/LEIMERT PARK,"Big Book, Open"
1196,Thursday,5:00 pm,HAPPY HOUR," 1655 BERKELEY AVE POMONA, CA 91768",1655 Berkeley Ave,POMONA,Open
1197,Thursday,5:00 pm,," 2521 VALLEY DR HERMOSA BEACH, CA 90254",2521 Valley Dr,HERMOSA BEACH,"Big Book, Discussion, Newcomer, Open, Women, Young People"
1198,Thursday,5:00 pm,ROUND TABLE," 401 N BULLIS RD COMPTON, CA 90221",401 N Bullis Rd,COMPTON,Open
1199,Thursday,5:00 pm,HAPPY HOUR," 510 S 2ND AVE COVINA, CA 91723",510 S 2nd Ave,COVINA,Open
1200,Thursday,5:00 pm,ATTITUDE ADJUSTMENT," 9604 S FIGUEROA ST LOS ANGELES SOUTH, CA 90003",9604 S Figueroa St,LOS ANGELES SOUTH,Open
1201,Thursday,5:30 pm,GOOD ORDERLY DISCUSSION," 12130 BIRCH AVE HAWTHORNE, CA 90250",12130 Birch Ave,HAWTHORNE,Open
1202,Thursday,5:30 pm,DROP THE ROCK," 12355 MOORPARK ST STUDIO CITY, CA 91604",12355 Moorpark St,STUDIO CITY,"Discussion, Open, Speaker"
1203,Thursday,5:30 pm,PACOIMA PARTICIPATION," 12502 VAN NUYS BLVD #109 PACOIMA/ARLETA, CA 91331",12502 Van Nuys Blvd #109,PACOIMA/ARLETA,Open
1204,Thursday,5:30 pm,RUSH HOUR MEETING," 12720 WASHINGTON BLVD CULVER WEST, CA 90066",12720 Washington Blvd,CULVER WEST,"Discussion, Newcomer, Open, Speaker"
1205,Thursday,5:30 pm,RAFTERS 10TH STEP DISCUSION," 24307 RAILROAD AVE NEWHALL, CA 91321",24307 Railroad Ave,NEWHALL,Open
1206,Thursday,5:30 pm,," 702 11TH PL HERMOSA BEACH, CA 90254",702 11th Pl,HERMOSA BEACH,"Closed, Men"
1207,Thursday,5:30 pm,," 702 11TH PL HERMOSA BEACH, CA 90254",702 11th Pl,HERMOSA BEACH,"Closed, Women"
1208,Thursday,5:45 pm,ON THE WATERFRONT BEGINNERS," 633 KENSINGTON RD SANTA MONICA, CA 90405",633 Kensington Rd,SANTA MONICA,"Open, Wheelchair Access"
1209,Thursday,6:00 pm,UNIT A EARLY BIRD DISCUSION," 10641 BURBANK BLVD NORTH HOLLYWOOD, CA 91601",10641 Burbank Blvd,NORTH HOLLYWOOD,Open
1210,Thursday,6:00 pm,SINK OR SWIM BIG BOOK STUDY," 10801 DOWNEY AVE DOWNEY, CA 90241",10801 Downey Ave,DOWNEY,Open
1211,Thursday,6:00 pm,HOW IT WORKS DISCUSION," 11455 CHANDLER BLVD NORTH HOLLYWOOD, CA 91601",11455 Chandler Blvd,NORTH HOLLYWOOD,Open
1212,Thursday,6:00 pm,WESTSIDE BIG BOOK STUDY," 11530 W PICO BLVD WEST L A, CA 90064",11530 Pico Blvd,WEST L A,"Big Book, Open"
1213,Thursday,6:00 pm,LIFE AFTER TEN THURSDAY," 1343 OCEAN PARK BLVD SANTA MONICA, CA 90405",1343 Ocean Park Blvd,SANTA MONICA,"Closed, Discussion, Speaker"
1214,Thursday,6:00 pm,LEADER PARTICIPATION," 13627 VICTORY BLVD (REAR ENT) VAN NUYS, CA 91401",13627 Victory Blvd,VAN NUYS,Open
1215,Thursday,6:00 pm,," 15911 E MAIN ST LA PUENTE, CA 91744",15911 Main St,LA PUENTE,"Men, Open, Wheelchair Access"
1216,Thursday,6:00 pm,BREATHE IN THE BOOK," 1645 ARLINGTON AVE TORRANCE, CA 90501",1645 Arlington Ave,TORRANCE,"Big Book, Discussion, Open"
1217,Thursday,6:00 pm,ARCHITECTS SPEAKER PARTICIPATION," 1773 GRIFFITH PARK BLVD SILVERLAKE, CA 90026",1773 Griffith Park Blvd,SILVERLAKE,"LGBTQ, Open"
1218,Thursday,6:00 pm,BIG BOOK STUDY," 21044 SHERMAN WAY CANOGA PARK, CA 91303",21044 Sherman Way,CANOGA PARK,Open
1219,Thursday,6:00 pm,WOODLAND HILLS 12&12 DISCUSSION," 21338 DUMETZ RD WOODLAND HILLS, CA 91364",21338 Dumetz Rd,WOODLAND HILLS,"Big Book, Open"
1220,Thursday,6:00 pm,SOBER HAPPY HOUR," 2667 N MOORPARK RD #105 THOUSAND OAKS, CA 91360",2667 N Moorpark Rd #105,THOUSAND OAKS,Open
1221,Thursday,6:00 pm,," 3217 WINONA AVE BURBANK, CA 91504",3217 Winona Ave,BURBANK,"Big Book, Closed, Wheelchair Access, Women"
1222,Thursday,6:00 pm,BRING YOUR OWN BIG BOOK," 401 E 3RD ST LOS ANGELES DOWNTOWN, CA 90013",401 E 3rd St,LOS ANGELES DOWNTOWN,"Big Book, Open, Wheelchair Access"
1223,Thursday,6:00 pm,," 4011 DUNSMORE AVE LA CRESCENTA, CA 91214",4011 Dunsmore Ave,LA CRESCENTA,"Closed, Women"
1224,Thursday,6:00 pm,OPEN DOOR," 509 W AVE H-8 LANCASTER, CA 93534",509 W Ave H 8,LANCASTER,"Big Book, Discussion, Newcomer, Open, Speaker, Wheelchair Access, Young People"
1225,Thursday,6:00 pm,," 8021 E ROSECRANS AVE PARAMOUNT, CA 90723",8021 Rosecrans Ave,PARAMOUNT,"Open, Wheelchair Access, Women"
1226,Thursday,6:00 pm,COLLEGE RECOVERY," 835 W 34TH ST UNIVERSITY PARK, CA 90089",835 W 34th St,UNIVERSITY PARK,"Big Book, Discussion, Open"
1227,Thursday,6:00 pm,," 8728 CORBIN AVE NORTHRIDGE, CA 91324",8728 Corbin Ave,NORTHRIDGE,"Open, Wheelchair Access, Women"
1228,Thursday,6:15 pm,HAPPY HOUR," 1125 N MCCADDEN PL HOLLYWOOD, CA 90038",1125 N McCadden Pl,HOLLYWOOD,"LGBTQ, Open"
1229,Thursday,6:15 pm,," 123 W WINDSOR RD GLENDALE, CA 91204",123 W Windsor Rd,GLENDALE,"Men, Open, Sign Language, Wheelchair Access"
1230,Thursday,6:15 pm,," 123 W WINDSOR RD GLENDALE, CA 91204",123 W Windsor Rd,GLENDALE,"Closed, Wheelchair Access, Women"
1231,Thursday,6:30 pm,QUESTION AND OPINION," 12336 PENN ST WHITTIER, CA 90602",12336 Penn St,WHITTIER,"Open, Wheelchair Access"
1232,Thursday,6:30 pm,THURS NIGHT BIG BOOK HAPPY HOUR," 15215 E JANINE DRIVE WHITTIER, CA 90605",15215 Janine Dr,WHITTIER,"Big Book, Open, Wheelchair Access"
1233,Thursday,6:30 pm,SOBRIETY & BEYOND," 2518 W BEVERLY BLVD MONTEBELLO, CA 90640",2518 W Beverly Blvd,MONTEBELLO,"Child-Friendly, Discussion, Open, Sign Language, Wheelchair Access"
1234,Thursday,6:30 pm,E M O S O B," 2900 SUNSET BLVD SILVERLAKE, CA 90026",2900 Sunset Blvd,SILVERLAKE,"Discussion, Open, Speaker"
1235,Thursday,6:30 pm,," 30128 MORNING VIEW DR MALIBU, CA 90265",30128 Morning View Dr,MALIBU,"Big Book, Closed, Women"
1236,Thursday,6:30 pm,CENTRAL POINT OF HOPE," 4038 W MARTIN LUTHER KING JR BLVD CRENSHAW/LEIMERT PARK, CA 90008",4038 W Martin Luther King Jr Blvd,CRENSHAW/LEIMERT PARK,Open
1237,Thursday,6:30 pm,9416 EARLY VARIETY DISCUSION," 4165 E LIVE OAK ARCADIA, CA 91006",4165 Live Oak Ave,ARCADIA,"Closed, Wheelchair Access"
1238,Thursday,6:30 pm,," 424 E COMPTON BLVD COMPTON, CA 90221",424 E Compton Blvd,COMPTON,"Closed, Women"
1239,Thursday,6:30 pm,," 4808 CRENSHAW BLVD CRENSHAW/LEIMERT PARK, CA 90043",4808 Crenshaw Blvd,CRENSHAW/LEIMERT PARK,"Men, Open"
1240,Thursday,6:30 pm,ZEN SQUAD MEDITITION STEP 11," 510 S 2ND AVE COVINA, CA 91723",510 S 2nd Ave,COVINA,"Discussion, Open"
1241,Thursday,6:30 pm,Into Action," 621 N ROBERTSON BL WEST HOLLYWOOD, CA 90069",621 N Robertson Blvd,WEST HOLLYWOOD,"12 Steps & 12 Traditions, Open"
1242,Thursday,6:30 pm,HOUSECLEANING," 626 N ROBERTSON BL WEST HOLLYWOOD, CA 90069",626 N Robertson Blvd,WEST HOLLYWOOD,"Discussion, LGBTQ, Newcomer, Open, Speaker"
1243,Thursday,6:30 pm,," 808 FOOTHILL BLVD LA CANADA, CA 91011",808 Foothill Blvd,LA CANADA,"Closed, Men"
1244,Thursday,6:30 pm,TRINITY STEP STUDY," 9300 CRENSHAW BL INGLEWOOD, CA 90305",9300 Crenshaw Blvd,INGLEWOOD,"Big Book, Open"
1245,Thursday,6:30 pm,INSPIRATIONAL RECOVERY," 9702 S HOLMES AVE WATTS, CA 90002",9702 Holmes Ave,WATTS,"Big Book, Discussion, Newcomer, Open, Speaker"
1246,Thursday,6:30 pm,," GATE 7 ARCADIA, CA 91007",Baldwin / Gate 7,ARCADIA,"Open, Women"
1247,Thursday,7:00 pm,K O MEN'S STAG," 100 N PACIFIC COAST HWY REDONDO BEACH, CA 90277",100 N Pacific Coast Hwy,REDONDO BEACH,Closed
1248,Thursday,7:00 pm,BEGINNERS WORKSHOP," 12000 SAN VICENTE BLVD BRENTWOOD/BEL AIR, CA 90049",12000 San Vicente Blvd,BRENTWOOD/BEL AIR,"Open, Sign Language, Speaker, Wheelchair Access"
